accession,keyword
P21817,Receptor
P21817,Reference proteome
P21817,Repeat
P21817,S-nitrosylation
P21817,Sarcoplasmic reticulum
P21817,Transmembrane
P21817,Transmembrane helix
P21817,Transport
P21854,Disulfide bond
P21854,Glycoprotein
P21854,Lectin
P21854,Membrane
P21854,Phosphoprotein
P21854,Proteomics identification
P21854,Receptor
P21854,Reference proteome
P21854,Signal-anchor
P21854,Transmembrane
P21854,Transmembrane helix
P21860,3D-structure
P21860,Alternative splicing
P21860,ATP-binding
P21860,Cell membrane
P21860,Disease variant
P21860,Disulfide bond
P21860,Glycoprotein
P21860,Kinase
P21860,Membrane
P21860,Nucleotide-binding
P21860,Phosphoprotein
P21860,Proteomics identification
P21860,Receptor
P21860,Reference proteome
P21860,Secreted
P21860,Signal
P21860,Transferase
P21860,Transmembrane
P21860,Transmembrane helix
P21860,Tyrosine-protein kinase
P21912,2Fe-2S
P21912,3D-structure
P21912,3Fe-4S
P21912,4Fe-4S
P21912,Acetylation
P21912,Disease variant
P21912,Electron transport
P21912,Host-virus interaction
P21912,Iron
P21912,Iron-sulfur
P21912,Membrane
P21912,Metal-binding
P21912,Mitochondrion
P21912,Mitochondrion inner membrane
P21912,Oxidoreductase
P21912,Primary mitochondrial disease
P21912,Proteomics identification
P21912,Reference proteome
P21912,Transit peptide
P21912,Transport
P21912,Tricarboxylic acid cycle
P21917,3D-structure
P21917,Biological rhythms
P21917,Cell membrane
P21917,Disulfide bond
P21917,G protein-coupled receptor
P21917,Glycoprotein
P21917,Lipoprotein
P21917,Membrane
P21917,Metal-binding
P21917,Palmitate
P21917,Proteomics identification
P21917,Receptor
P21917,Reference proteome
P21917,Repeat
P21917,Sodium
P21917,Transducer
P21917,Transmembrane
P21917,Transmembrane helix
P21917,Ubl conjugation
P21918,3D-structure
P21918,Cell membrane
P21918,Disulfide bond
P21918,Dystonia
P21918,G protein-coupled receptor
P21918,Glycoprotein
P21918,Lipoprotein
P21918,Membrane
P21918,Palmitate
P21918,Proteomics identification
P21918,Receptor
P21918,Reference proteome
P21918,Transducer
P21918,Transmembrane
P21918,Transmembrane helix
P21926,3D-structure
P21926,Cell adhesion
P21926,Cell membrane
P21926,Direct protein sequencing
P21926,Disulfide bond
P21926,Fertilization
P21926,Glycoprotein
P21926,Lipoprotein
P21926,Membrane
P21926,Palmitate
P21926,Proteomics identification
P21926,Reference proteome
P21926,Secreted
P21926,Transmembrane
P21926,Transmembrane helix
P21941,Coiled coil
P21941,Disulfide bond
P21941,EGF-like domain
P21941,Extracellular matrix
P21941,Glycoprotein
P21941,Proteomics identification
P21941,Reference proteome
P21941,Repeat
P21941,Secreted
P21941,Signal
P21953,3D-structure
P21953,Acetylation
P21953,Alternative splicing
P21953,Direct protein sequencing
P21953,Disease variant
P21953,Lipid metabolism
P21953,Maple syrup urine disease
P21953,Mitochondrion
P21953,Oxidoreductase
P21953,Proteomics identification
P21953,Reference proteome
P21953,Transit peptide
P21964,3D-structure
P21964,Alternative initiation
P21964,Catecholamine metabolism
P21964,Cell membrane
P21964,Cytoplasm
P21964,Direct protein sequencing
P21964,Lipid metabolism
P21964,Magnesium
P21964,Membrane
P21964,Metal-binding
P21964,Methyltransferase
P21964,Neurotransmitter degradation
P21964,Phosphoprotein
P21964,Proteomics identification
P21964,Reference proteome
P21964,S-adenosyl-L-methionine
P21964,Schizophrenia
P21964,Signal-anchor
P21964,Transferase
P21964,Transmembrane
P21964,Transmembrane helix
P21980,3D-structure
P21980,Acetylation
P21980,Acyltransferase
P21980,Alternative splicing
P21980,Calcium
P21980,Cell membrane
P21980,Chromosome
P21980,Cytoplasm
P21980,Direct protein sequencing
P21980,Disulfide bond
P21980,Extracellular matrix
P21980,GTP-binding
P21980,Hydrolase
P21980,Isopeptide bond
P21980,Membrane
P21980,Metal-binding
P21980,Mitochondrion
P21980,Nucleotide-binding
P21980,Nucleus
P21980,Phosphoprotein
P21980,Protease
P21980,Proteomics identification
P21980,Reference proteome
P21980,S-nitrosylation
P21980,Secreted
P21980,Transferase
P22001,3D-structure
P22001,Alternative initiation
P22001,Cell membrane
P22001,Cytoplasm
P22001,Glycoprotein
P22001,Ion channel
P22001,Ion transport
P22001,Lipoprotein
P22001,Membrane
P22001,Palmitate
P22001,Phosphoprotein
P22001,Potassium
P22001,Potassium channel
P22001,Potassium transport
P22001,Proteomics identification
P22001,Reference proteome
P22001,Transmembrane
P22001,Transmembrane helix
P22001,Transport
P22001,Voltage-gated channel
P22003,Alternative splicing
P22003,Chondrogenesis
P22003,Cleavage on pair of basic residues
P22003,Cytokine
P22003,Developmental protein
P22003,Differentiation
P22003,Disulfide bond
P22003,Glycoprotein
P22003,Growth factor
P22003,Osteogenesis
P22003,Proteomics identification
P22003,Reference proteome
P22003,Secreted
P22003,Signal
P22004,3D-structure
P22004,Chondrogenesis
P22004,Cleavage on pair of basic residues
P22004,Cytokine
P22004,Developmental protein
P22004,Differentiation
P22004,Disease variant
P22004,Disulfide bond
P22004,Glycoprotein
P22004,Growth factor
P22004,Osteogenesis
P22004,Proteomics identification
P22004,Reference proteome
P22004,Secreted
P22004,Signal
P22033,3D-structure
P22033,Acetylation
P22033,Cobalamin
P22033,Cobalt
P22033,Cytoplasm
P22033,Direct protein sequencing
P22033,Disease variant
P22033,Isomerase
P22033,Metal-binding
P22033,Mitochondrion
P22033,Phosphoprotein
P22033,Proteomics identification
P22033,Reference proteome
P22033,Transit peptide
P22059,3D-structure
P22059,Acetylation
P22059,Coiled coil
P22059,Cytoplasm
P22059,Endoplasmic reticulum
P22059,Golgi apparatus
P22059,Lipid transport
P22059,Lipid-binding
P22059,Membrane
P22059,Phosphoprotein
P22059,Proteomics identification
P22059,Reference proteome
P22059,Transport
P22061,3D-structure
P22061,Acetylation
P22061,Alternative splicing
P22061,Cytoplasm
P22061,Direct protein sequencing
P22061,Methyltransferase
P22061,Proteomics identification
P22061,Reference proteome
P22061,S-adenosyl-L-methionine
P22061,Transferase
P22079,Alternative splicing
P22079,Antimicrobial
P22079,Calcium
P22079,Cytoplasm
P22079,Direct protein sequencing
P22079,Disulfide bond
P22079,Glycoprotein
P22079,Heme
P22079,Hydrogen peroxide
P22079,Iron
P22079,Metal-binding
P22079,Nitration
P22079,Oxidoreductase
P22079,Peroxidase
P22079,Phosphoprotein
P22079,Proteomics identification
P22079,Reference proteome
P22079,Secreted
P22079,Signal
P22083,Alternative initiation
P22083,Glycoprotein
P22083,Glycosyltransferase
P22083,Golgi apparatus
P22083,Inflammatory response
P22083,Membrane
P22083,Proteomics identification
P22083,Reference proteome
P22083,Signal-anchor
P22083,Transferase
P22083,Transmembrane
P22083,Transmembrane helix
P22087,3D-structure
P22087,Acetylation
P22087,Isopeptide bond
P22087,Methylation
P22087,Methyltransferase
P22087,Nucleus
P22087,Phosphoprotein
P22087,Proteomics identification
P22087,Reference proteome
P22087,Ribonucleoprotein
P22087,RNA-binding
P22087,rRNA processing
P22087,S-adenosyl-L-methionine
P22087,Transferase
P22087,Ubl conjugation
P22102,3D-structure
P22102,Acetylation
P22102,Alternative splicing
P22102,ATP-binding
P22102,Ligase
P22102,Magnesium
P22102,Manganese
P22102,Metal-binding
P22102,Multifunctional enzyme
P22102,Nucleotide-binding
P22102,Phosphoprotein
P22102,Proteomics identification
P22102,Purine biosynthesis
P22102,Reference proteome
P22102,Transferase
P22105,3D-structure
P22105,Alternative splicing
P22105,Cell adhesion
P22105,Coiled coil
P22105,Direct protein sequencing
P22105,Disease variant
P22105,Disulfide bond
P22105,EGF-like domain
P22105,Ehlers-Danlos syndrome
P22105,Extracellular matrix
P22105,Glycoprotein
P22105,Proteomics identification
P22105,Reference proteome
P22105,Repeat
P22105,Secreted
P22105,Signal
P22223,3D-structure
P22223,Alternative splicing
P22223,Calcium
P22223,Cell adhesion
P22223,Cell membrane
P22223,Cleavage on pair of basic residues
P22223,Disease variant
P22223,Ectodermal dysplasia
P22223,Glycoprotein
P22223,Hypotrichosis
P22223,Membrane
P22223,Metal-binding
P22223,Proteomics identification
P22223,Reference proteome
P22223,Repeat
P22223,Sensory transduction
P22223,Signal
P22223,Transmembrane
P22223,Transmembrane helix
P22223,Vision
P22234,3D-structure
P22234,Acetylation
P22234,Alternative splicing
P22234,ATP-binding
P22234,Decarboxylase
P22234,Direct protein sequencing
P22234,Disease variant
P22234,Ligase
P22234,Lyase
P22234,Multifunctional enzyme
P22234,Nucleotide-binding
P22234,Phosphoprotein
P22234,Proteomics identification
P22234,Purine biosynthesis
P22234,Reference proteome
P22301,3D-structure
P22301,Cytokine
P22301,Direct protein sequencing
P22301,Disulfide bond
P22301,Glycoprotein
P22301,Proteomics identification
P22301,Reference proteome
P22301,Secreted
P22301,Signal
P22303,3D-structure
P22303,Alternative splicing
P22303,Blood group antigen
P22303,Cell membrane
P22303,Direct protein sequencing
P22303,Disulfide bond
P22303,Glycoprotein
P22303,GPI-anchor
P22303,Hydrolase
P22303,Lipoprotein
P22303,Membrane
P22303,Neurotransmitter degradation
P22303,Nucleus
P22303,Proteomics identification
P22303,Reference proteome
P22303,Secreted
P22303,Serine esterase
P22303,Signal
P22303,Synapse
P22304,3D-structure
P22304,Alternative splicing
P22304,Calcium
P22304,Direct protein sequencing
P22304,Disease variant
P22304,Disulfide bond
P22304,Glycoprotein
P22304,Hydrolase
P22304,Lysosome
P22304,Metal-binding
P22304,Mucopolysaccharidosis
P22304,Proteomics identification
P22304,Reference proteome
P22304,Signal
P22304,Zymogen
P22307,3D-structure
P22307,Acetylation
P22307,Acyltransferase
P22307,Alternative promoter usage
P22307,Alternative splicing
P22307,Cytoplasm
P22307,Direct protein sequencing
P22307,Endoplasmic reticulum
P22307,Lipid metabolism
P22307,Lipid transport
P22307,Lipid-binding
P22307,Mitochondrion
P22307,Peroxisome
P22307,Phosphoprotein
P22307,Proteomics identification
P22307,Reference proteome
P22307,Transferase
P22307,Transport
P22309,Alternative splicing
P22309,Cytoplasm
P22309,Disease variant
P22309,Endoplasmic reticulum
P22309,Glycoprotein
P22309,Glycosyltransferase
P22309,Lipid metabolism
P22309,Membrane
P22309,Proteomics identification
P22309,Reference proteome
P22309,Signal
P22309,Transferase
P22309,Transmembrane
P22309,Transmembrane helix
P22310,Alternative splicing
P22310,Endoplasmic reticulum
P22310,Glycoprotein
P22310,Glycosyltransferase
P22310,Lipid metabolism
P22310,Membrane
P22310,Proteomics identification
P22310,Reference proteome
P22310,Signal
P22310,Transferase
P22310,Transmembrane
P22310,Transmembrane helix
P22314,3D-structure
P22314,Acetylation
P22314,Alternative initiation
P22314,ATP-binding
P22314,Cytoplasm
P22314,Direct protein sequencing
P22314,Disease variant
P22314,Ligase
P22314,Mitochondrion
P22314,Neurodegeneration
P22314,Nucleotide-binding
P22314,Nucleus
P22314,Phosphoprotein
P22314,Proteomics identification
P22314,Reference proteome
P22314,Repeat
P22314,Ubl conjugation
P22314,Ubl conjugation pathway
P22352,3D-structure
P22352,Direct protein sequencing
P22352,Oxidoreductase
P22352,Peroxidase
P22352,Proteomics identification
P22352,Reference proteome
P22352,Secreted
P22352,Selenocysteine
P22352,Signal
P22362,3D-structure
P22362,Chemotaxis
P22362,Cytokine
P22362,Direct protein sequencing
P22362,Disulfide bond
P22362,Glycoprotein
P22362,Proteomics identification
P22362,Reference proteome
P22362,Secreted
P22362,Signal
P22392,3D-structure
P22392,Activator
P22392,Alternative splicing
P22392,Cell projection
P22392,Cytoplasm
P22392,Direct protein sequencing
P22392,DNA-binding
P22392,Kinase
P22392,Magnesium
P22392,Metal-binding
P22392,Nucleotide metabolism
P22392,Nucleus
P22392,Proteomics identification
P22392,Reference proteome
P22392,Transcription
P22392,Transcription regulation
P22392,Transferase
P22413,3D-structure
P22413,Biomineralization
P22413,Calcium
P22413,Cell membrane
P22413,Diabetes mellitus
P22413,Direct protein sequencing
P22413,Disease variant
P22413,Disulfide bond
P22413,Glycoprotein
P22413,Hydrolase
P22413,Membrane
P22413,Metal-binding
P22413,Obesity
P22413,Phosphoprotein
P22413,Proteomics identification
P22413,Reference proteome
P22413,Repeat
P22413,Secreted
P22413,Signal-anchor
P22413,Transmembrane
P22413,Transmembrane helix
P22413,Zinc
P22415,3D-structure
P22415,Alternative splicing
P22415,Direct protein sequencing
P22415,DNA-binding
P22415,Isopeptide bond
P22415,Nucleus
P22415,Proteomics identification
P22415,Reference proteome
P22415,Transcription
P22415,Transcription regulation
P22415,Ubl conjugation
P22455,3D-structure
P22455,Alternative splicing
P22455,ATP-binding
P22455,Cell membrane
P22455,Direct protein sequencing
P22455,Disulfide bond
P22455,Endoplasmic reticulum
P22455,Endosome
P22455,Glycoprotein
P22455,Immunoglobulin domain
P22455,Kinase
P22455,Membrane
P22455,Nucleotide-binding
P22455,Phosphoprotein
P22455,Proteomics identification
P22455,Receptor
P22455,Reference proteome
P22455,Repeat
P22455,Secreted
P22455,Signal
P22455,Transferase
P22455,Transmembrane
P22455,Transmembrane helix
P22455,Tyrosine-protein kinase
P22455,Ubl conjugation
P22459,Cataract
P22459,Cell membrane
P22459,Cell projection
P22459,Disease variant
P22459,Dystonia
P22459,Glycoprotein
P22459,Intellectual disability
P22459,Ion channel
P22459,Ion transport
P22459,Membrane
P22459,Phosphoprotein
P22459,Potassium
P22459,Potassium channel
P22459,Potassium transport
P22459,Proteomics identification
P22459,Reference proteome
P22459,Transmembrane
P22459,Transmembrane helix
P22459,Transport
P22459,Voltage-gated channel
P22460,Alternative splicing
P22460,Atrial fibrillation
P22460,Cell membrane
P22460,Ion channel
P22460,Ion transport
P22460,Isopeptide bond
P22460,Lipoprotein
P22460,Membrane
P22460,Palmitate
P22460,Phosphoprotein
P22460,Potassium
P22460,Potassium channel
P22460,Potassium transport
P22460,Proteomics identification
P22460,Reference proteome
P22460,Repeat
P22460,Transmembrane
P22460,Transmembrane helix
P22460,Transport
P22460,Ubl conjugation
P22460,Voltage-gated channel
P22466,3D-structure
P22466,Cleavage on pair of basic residues
P22466,Direct protein sequencing
P22466,Disease variant
P22466,Epilepsy
P22466,Hormone
P22466,Neuropeptide
P22466,Phosphoprotein
P22466,Proteomics identification
P22466,Reference proteome
P22466,Secreted
P22466,Signal
P22492,Acetylation
P22492,Chromosome
P22492,Citrullination
P22492,Developmental protein
P22492,Differentiation
P22492,DNA-binding
P22492,Nucleus
P22492,Phosphoprotein
P22492,Proteomics identification
P22492,Reference proteome
P22492,Spermatogenesis
P22528,Cytoplasm
P22528,Direct protein sequencing
P22528,Keratinization
P22528,Proteomics identification
P22528,Reference proteome
P22528,Repeat
P22557,3D-structure
P22557,Acyltransferase
P22557,Alternative splicing
P22557,Disease variant
P22557,Heme biosynthesis
P22557,Membrane
P22557,Mitochondrion
P22557,Mitochondrion inner membrane
P22557,Proteomics identification
P22557,Pyridoxal phosphate
P22557,Reference proteome
P22557,Transferase
P22557,Transit peptide
P22570,Alternative splicing
P22570,Cholesterol metabolism
P22570,Deafness
P22570,Disease variant
P22570,Electron transport
P22570,FAD
P22570,Flavoprotein
P22570,Lipid metabolism
P22570,Membrane
P22570,Mitochondrion
P22570,Mitochondrion inner membrane
P22570,NADP
P22570,Neurodegeneration
P22570,Neuropathy
P22570,Oxidoreductase
P22570,Phosphoprotein
P22570,Proteomics identification
P22570,Reference proteome
P22570,Steroid metabolism
P22570,Sterol metabolism
P22570,Transit peptide
P22570,Transport
P22607,3D-structure
P22607,Alternative splicing
P22607,Apoptosis
P22607,ATP-binding
P22607,Cell membrane
P22607,Chromosomal rearrangement
P22607,Craniosynostosis
P22607,Cytoplasmic vesicle
P22607,Deafness
P22607,Disease variant
P22607,Disulfide bond
P22607,Dwarfism
P22607,Ectodermal dysplasia
P22607,Endoplasmic reticulum
P22607,Glycoprotein
P22607,Immunoglobulin domain
P22607,Kinase
P22607,Lacrimo-auriculo-dento-digital syndrome
P22607,Membrane
P22607,Nucleotide-binding
P22607,Phosphoprotein
P22607,Proteomics identification
P22607,Receptor
P22607,Reference proteome
P22607,Repeat
P22607,Secreted
P22607,Signal
P22607,Transferase
P22607,Transmembrane
P22607,Transmembrane helix
P22607,Tyrosine-protein kinase
P22607,Ubl conjugation
P22612,ATP-binding
P22612,cAMP
P22612,Disease variant
P22612,Kinase
P22612,Lipoprotein
P22612,Myristate
P22612,Nucleotide-binding
P22612,Phosphoprotein
P22612,Proteomics identification
P22612,Reference proteome
P22612,Serine/threonine-protein kinase
P22612,Transferase
P22626,3D-structure
P22626,Acetylation
P22626,Alternative splicing
P22626,Cytoplasm
P22626,Direct protein sequencing
P22626,Disease variant
P22626,Host-virus interaction
P22626,Isopeptide bond
P22626,Methylation
P22626,mRNA processing
P22626,mRNA splicing
P22626,mRNA transport
P22626,Nucleus
P22626,Phosphoprotein
P22626,Proteomics identification
P22626,Reference proteome
P22626,Repeat
P22626,Ribonucleoprotein
P22626,RNA-binding
P22626,Secreted
P22626,Spliceosome
P22626,Transport
P22626,Ubl conjugation
P22670,3D-structure
P22670,Activator
P22670,DNA-binding
P22670,Nucleus
P22670,Phosphoprotein
P22670,Proteomics identification
P22670,Reference proteome
P22670,Transcription
P22670,Transcription regulation
P22674,Alternative splicing
P22674,Cell cycle
P22674,Cell division
P22674,Ciliopathy
P22674,Cilium biogenesis/degradation
P22674,Cyclin
P22674,Cytoplasm
P22674,Disease variant
P22674,Nucleus
P22674,Phosphoprotein
P22674,Primary ciliary dyskinesia
P22674,Proteomics identification
P22674,Reference proteome
P22680,3D-structure
P22680,Cholesterol metabolism
P22680,Endoplasmic reticulum
P22680,Heme
P22680,Iron
P22680,Lipid metabolism
P22680,Membrane
P22680,Metal-binding
P22680,Microsome
P22680,Monooxygenase
P22680,Oxidoreductase
P22680,Proteomics identification
P22680,Reference proteome
P22680,Steroid metabolism
P22680,Sterol metabolism
P22680,Transmembrane
P22680,Transmembrane helix
P22681,3D-structure
P22681,Calcium
P22681,Cell membrane
P22681,Cell projection
P22681,Cytoplasm
P22681,Disease variant
P22681,Golgi apparatus
P22681,Membrane
P22681,Metal-binding
P22681,Phosphoprotein
P22681,Proteomics identification
P22681,Proto-oncogene
P22681,Reference proteome
P22681,Repeat
P22681,Transferase
P22681,Ubl conjugation
P22681,Ubl conjugation pathway
P22681,Zinc
P22681,Zinc-finger
P22692,3D-structure
P22692,Alternative splicing
P22692,Direct protein sequencing
P22692,Disulfide bond
P22692,Glycoprotein
P22692,Growth factor binding
P22692,Phosphoprotein
P22692,Proteomics identification
P22692,Reference proteome
P22692,Secreted
P22692,Signal
P22694,Alternative splicing
P22694,ATP-binding
P22694,cAMP
P22694,Cell membrane
P22694,Cytoplasm
P22694,Disease variant
P22694,Kinase
P22694,Lipoprotein
P22694,Membrane
P22694,Myristate
P22694,Nucleotide-binding
P22694,Nucleus
P22694,Phosphoprotein
P22694,Proteomics identification
P22694,Reference proteome
P22694,Serine/threonine-protein kinase
P22694,Transferase
P22695,3D-structure
P22695,Acetylation
P22695,Direct protein sequencing
P22695,Disease variant
P22695,Electron transport
P22695,Membrane
P22695,Mitochondrion
P22695,Mitochondrion inner membrane
P22695,Primary mitochondrial disease
P22695,Proteomics identification
P22695,Reference proteome
P22695,Respiratory chain
P22695,Transit peptide
P22695,Transport
P22732,Acetylation
P22732,Alternative splicing
P22732,Cell membrane
P22732,Glycoprotein
P22732,Membrane
P22732,Proteomics identification
P22732,Reference proteome
P22732,Sugar transport
P22732,Transmembrane
P22732,Transmembrane helix
P22732,Transport
P22735,3D-structure
P22735,Acyltransferase
P22735,Alternative splicing
P22735,Calcium
P22735,Cell membrane
P22735,Cytoplasm
P22735,Direct protein sequencing
P22735,Disease variant
P22735,Ichthyosis
P22735,Keratinization
P22735,Lipoprotein
P22735,Membrane
P22735,Metal-binding
P22735,Palmitate
P22735,Phosphoprotein
P22735,Proteomics identification
P22735,Reference proteome
P22735,Transferase
P22736,3D-structure
P22736,Acetylation
P22736,Alternative splicing
P22736,Cytoplasm
P22736,DNA-binding
P22736,Inflammatory response
P22736,Metal-binding
P22736,Mitochondrion
P22736,Nucleus
P22736,Phosphoprotein
P22736,Proteomics identification
P22736,Receptor
P22736,Reference proteome
P22736,Transcription
P22736,Transcription regulation
P22736,Zinc
P22736,Zinc-finger
P22748,3D-structure
P22748,Alternative splicing
P22748,Cell membrane
P22748,Direct protein sequencing
P22748,Disease variant
P22748,Disulfide bond
P22748,Glycoprotein
P22748,GPI-anchor
P22748,Lipoprotein
P22748,Lyase
P22748,Membrane
P22748,Metal-binding
P22748,Proteomics identification
P22748,Reference proteome
P22748,Retinitis pigmentosa
P22748,Signal
P22748,Zinc
P22749,3D-structure
P22749,Alternative splicing
P22749,Antibiotic
P22749,Antimicrobial
P22749,Disulfide bond
P22749,Fungicide
P22749,Proteomics identification
P22749,Reference proteome
P22749,Secreted
P22749,Signal
P22760,Direct protein sequencing
P22760,Disulfide bond
P22760,Endoplasmic reticulum
P22760,Glycoprotein
P22760,Hydrolase
P22760,Lipid metabolism
P22760,Membrane
P22760,Microsome
P22760,Proteomics identification
P22760,Reference proteome
P22760,Signal-anchor
P22760,Transmembrane
P22760,Transmembrane helix
P22792,Direct protein sequencing
P22792,Disulfide bond
P22792,Glycoprotein
P22792,Leucine-rich repeat
P22792,Proteomics identification
P22792,Reference proteome
P22792,Repeat
P22792,Secreted
P22792,Signal
P22794,Alternative splicing
P22794,Glycoprotein
P22794,Membrane
P22794,Phosphoprotein
P22794,Proteomics identification
P22794,Proto-oncogene
P22794,Reference proteome
P22794,Signal
P22794,Transmembrane
P22794,Transmembrane helix
P22830,2Fe-2S
P22830,3D-structure
P22830,Acetylation
P22830,Alternative splicing
P22830,Disease variant
P22830,Heme biosynthesis
P22830,Iron
P22830,Iron-sulfur
P22830,Lyase
P22830,Membrane
P22830,Metal-binding
P22830,Mitochondrion
P22830,Mitochondrion inner membrane
P22830,Porphyrin biosynthesis
P22830,Proteomics identification
P22830,Reference proteome
P22830,Transit peptide
P22888,3D-structure
P22888,Alternative splicing
P22888,Cell membrane
P22888,Disease variant
P22888,Disulfide bond
P22888,G protein-coupled receptor
P22888,Glycoprotein
P22888,Leucine-rich repeat
P22888,Lipoprotein
P22888,Membrane
P22888,Palmitate
P22888,Proteomics identification
P22888,Receptor
P22888,Reference proteome
P22888,Repeat
P22888,Signal
P22888,Sulfation
P22888,Transducer
P22888,Transmembrane
P22888,Transmembrane helix
P22891,3D-structure
P22891,Alternative splicing
P22891,Blood coagulation
P22891,Calcium
P22891,Cleavage on pair of basic residues
P22891,Direct protein sequencing
P22891,Disulfide bond
P22891,EGF-like domain
P22891,Gamma-carboxyglutamic acid
P22891,Glycoprotein
P22891,Hemostasis
P22891,Hydroxylation
P22891,Proteomics identification
P22891,Reference proteome
P22891,Repeat
P22891,Secreted
P22891,Serine protease homolog
P22891,Signal
P22894,3D-structure
P22894,Calcium
P22894,Collagen degradation
P22894,Direct protein sequencing
P22894,Disulfide bond
P22894,Extracellular matrix
P22894,Glycoprotein
P22894,Hydrolase
P22894,Metal-binding
P22894,Metalloprotease
P22894,Protease
P22894,Proteomics identification
P22894,Reference proteome
P22894,Repeat
P22894,Secreted
P22894,Signal
P22894,Zinc
P22894,Zymogen
P22897,3D-structure
P22897,Alternative splicing
P22897,Calcium
P22897,Cell membrane
P22897,Direct protein sequencing
P22897,Disulfide bond
P22897,Endocytosis
P22897,Endosome
P22897,Glycoprotein
P22897,Host cell receptor for virus entry
P22897,Host-virus interaction
P22897,Lectin
P22897,Membrane
P22897,Proteomics identification
P22897,Receptor
P22897,Reference proteome
P22897,Repeat
P22897,Signal
P22897,Transmembrane
P22897,Transmembrane helix
P22914,3D-structure
P22914,Acetylation
P22914,Cataract
P22914,Direct protein sequencing
P22914,Disease variant
P22914,Eye lens protein
P22914,Proteomics identification
P22914,Reference proteome
P22914,Repeat
P23025,3D-structure
P23025,Acetylation
P23025,Disease variant
P23025,DNA damage
P23025,DNA repair
P23025,DNA-binding
P23025,Isopeptide bond
P23025,Metal-binding
P23025,Nucleus
P23025,Phosphoprotein
P23025,Proteomics identification
P23025,Reference proteome
P23025,Ubl conjugation
P23025,Xeroderma pigmentosum
P23025,Zinc
P23025,Zinc-finger
P23083,3D-structure
P23083,Adaptive immunity
P23083,Cell membrane
P23083,Direct protein sequencing
P23083,Disulfide bond
P23083,Immunity
P23083,Immunoglobulin
P23083,Immunoglobulin domain
P23083,Membrane
P23083,Proteomics identification
P23083,Pyrrolidone carboxylic acid
P23083,Reference proteome
P23083,Secreted
P23083,Signal
P23109,Alternative splicing
P23109,Disease variant
P23109,Hydrolase
P23109,Metal-binding
P23109,Nucleotide metabolism
P23109,Phosphoprotein
P23109,Proteomics identification
P23109,Reference proteome
P23109,Zinc
P23141,3D-structure
P23141,Alternative splicing
P23141,Cytoplasm
P23141,Direct protein sequencing
P23141,Disulfide bond
P23141,Endoplasmic reticulum
P23141,Glycoprotein
P23141,Hydrolase
P23141,Lipid droplet
P23141,Lipid metabolism
P23141,Phosphoprotein
P23141,Proteomics identification
P23141,Reference proteome
P23141,Serine esterase
P23141,Signal
P23142,Alternative splicing
P23142,Calcium
P23142,Chromosomal rearrangement
P23142,Direct protein sequencing
P23142,Disulfide bond
P23142,EGF-like domain
P23142,Extracellular matrix
P23142,Glycoprotein
P23142,Host-virus interaction
P23142,Proteomics identification
P23142,Reference proteome
P23142,Repeat
P23142,Secreted
P23142,Signal
P23193,3D-structure
P23193,Acetylation
P23193,Alternative splicing
P23193,Chromosomal rearrangement
P23193,Direct protein sequencing
P23193,DNA-binding
P23193,Isopeptide bond
P23193,Metal-binding
P23193,Nucleus
P23193,Phosphoprotein
P23193,Proteomics identification
P23193,Reference proteome
P23193,Transcription
P23193,Transcription regulation
P23193,Ubl conjugation
P23193,Zinc
P23193,Zinc-finger
P23219,3D-structure
P23219,Alternative splicing
P23219,Dioxygenase
P23219,Disulfide bond
P23219,EGF-like domain
P23219,Endoplasmic reticulum
P23219,Fatty acid biosynthesis
P23219,Fatty acid metabolism
P23219,Glycoprotein
P23219,Heme
P23219,Iron
P23219,Lipid biosynthesis
P23219,Lipid metabolism
P23219,Membrane
P23219,Metal-binding
P23219,Microsome
P23219,Oxidoreductase
P23219,Peroxidase
P23219,Prostaglandin biosynthesis
P23219,Prostaglandin metabolism
P23219,Proteomics identification
P23219,Reference proteome
P23219,Signal
P23229,3D-structure
P23229,Alternative splicing
P23229,Calcium
P23229,Cell adhesion
P23229,Cell membrane
P23229,Cleavage on pair of basic residues
P23229,Direct protein sequencing
P23229,Disulfide bond
P23229,Epidermolysis bullosa
P23229,Glycoprotein
P23229,Integrin
P23229,Lipoprotein
P23229,Membrane
P23229,Metal-binding
P23229,Palmitate
P23229,Phosphoprotein
P23229,Proteomics identification
P23229,Receptor
P23229,Reference proteome
P23229,Repeat
P23229,Signal
P23229,Transmembrane
P23229,Transmembrane helix
P23246,3D-structure
P23246,Acetylation
P23246,Activator
P23246,Alternative splicing
P23246,Biological rhythms
P23246,Chromosomal rearrangement
P23246,Coiled coil
P23246,Cytoplasm
P23246,Direct protein sequencing
P23246,DNA damage
P23246,DNA recombination
P23246,DNA repair
P23246,DNA-binding
P23246,Immunity
P23246,Innate immunity
P23246,Isopeptide bond
P23246,Methylation
P23246,mRNA processing
P23246,mRNA splicing
P23246,Nucleus
P23246,Phosphoprotein
P23246,Proteomics identification
P23246,Reference proteome
P23246,Repeat
P23246,Repressor
P23246,RNA-binding
P23246,Transcription
P23246,Transcription regulation
P23246,Ubl conjugation
P23258,3D-structure
P23258,Cytoplasm
P23258,Cytoskeleton
P23258,Disease variant
P23258,GTP-binding
P23258,Lissencephaly
P23258,Microtubule
P23258,Nucleotide-binding
P23258,Phosphoprotein
P23258,Proteomics identification
P23258,Reference proteome
P23276,Blood group antigen
P23276,Cell membrane
